id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
756999,The Black Phone,"Horror,Thriller",en,"Finney Shaw, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",5278.336,22-06-2022,8,1101
491480,The Boy Who Harnessed the Wind,"Drama,History,Family",en,"Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",33.713,14-02-2019,7.9,1310
745,The Sixth Sense,"Mystery,Thriller,Drama",en,"Following an unexpected tragedy, a child psychologist named Malcolm Crowe meets an nine year old boy named Cole Sear, who is hiding a dark secret.",43.102,06-08-1999,7.9,9687
522212,Just Mercy,"Drama,Crime,History",en,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",15.744,25-12-2019,7.9,1755
160885,Tel chi el telùn,Comedy,it,A comedy show.,4.366,12-05-1999,7.9,296
14160,Up,"Animation,Comedy,Family,Adventure",en,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",117.052,28-05-2009,7.9,17392
556901,Teen Titans Go! vs. Teen Titans,"Action,Animation",en,"The comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse.",33.578,21-07-2019,7.9,385
552532,Charm City Kings,Drama,en,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",21.532,27-01-2020,7.9,299
316029,The Greatest Showman,Drama,en,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",30.112,20-12-2017,7.9,8202
9323,Ghost in the Shell,"Action,Animation,Science Fiction",ja,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",31.37,18-11-1995,7.9,2586
3083,Mr. Smith Goes to Washington,"Comedy,Drama",en,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.",11.042,19-10-1939,7.9,800
